task_id,is_afternoon_slowdown,is_legitimate_idle_dominant,is_degrading_machine_task,is_inefficient_operator_task,is_seatbelt_habit_operator_task,has_near_miss
T564,False,True,False,False,False,False
T565,False,True,False,False,False,False
T566,False,True,False,False,False,False
T567,False,False,False,False,True,False
T568,False,True,False,False,False,False
T569,True,True,False,False,False,False
T570,False,True,False,False,False,False
T571,False,True,False,False,False,False
T572,False,False,False,False,False,False
T573,False,True,False,False,False,False
T574,False,True,False,False,False,True
T575,False,True,True,False,False,False
T576,False,True,True,False,False,True
T577,False,True,True,False,False,False
T578,False,True,True,False,False,False
T579,False,True,True,False,False,True
T580,False,True,True,False,False,False
T581,True,True,True,False,False,False
T582,False,True,False,False,False,False
T583,False,True,False,False,False,False
T584,False,True,False,False,False,True
T585,False,True,False,False,False,False
T586,False,True,False,False,False,False
T587,False,True,False,False,False,False
T588,False,True,False,False,False,False
T589,False,True,False,False,False,False
T590,False,True,False,False,False,False
T591,False,True,False,False,False,True
T592,False,True,False,False,False,False
T593,False,True,False,True,False,True
T594,False,True,False,False,False,False
T595,False,True,False,False,False,False
T596,False,True,False,False,False,False
T597,False,True,False,False,False,False
T598,False,True,False,False,False,False
T599,False,True,False,False,False,False
T600,False,True,False,False,False,False
T601,False,True,False,False,False,False
T602,False,True,False,False,False,False
T603,False,True,False,False,False,False
T604,False,True,False,True,False,False
T605,False,True,False,False,False,False
T606,False,True,False,False,False,False
T607,False,True,False,False,False,False
T608,False,True,False,False,False,False
T609,False,True,False,False,False,False
T610,False,True,False,False,False,False
T611,False,True,False,False,False,False
T612,False,True,False,False,False,False
T613,False,True,False,False,False,False
T614,False,True,False,False,False,False
T615,False,True,False,False,False,False
T616,False,True,False,False,False,False
T617,False,True,False,False,False,False
T618,False,True,True,False,False,False
T619,False,True,True,False,False,False
T620,False,True,True,False,False,False
T621,False,True,True,False,False,False
T622,False,True,False,False,False,False
T623,False,True,False,False,False,False
T624,False,True,False,True,False,True
T625,False,True,False,False,False,False
T626,False,True,False,False,False,False
T627,False,True,False,False,False,False
T628,True,True,False,False,False,False
T629,False,True,False,False,False,False
T630,False,True,False,False,False,False
T631,False,True,False,False,True,False
T632,False,True,False,True,False,False
T633,False,True,False,False,False,False
T634,True,True,False,False,False,False
T635,False,True,False,True,False,False
T636,False,True,False,False,False,False
T637,False,False,False,False,False,False
T638,False,False,False,False,False,False
T639,False,True,False,False,False,False
T640,False,True,False,False,False,False
T641,False,True,False,False,False,False
T642,False,True,False,False,False,False
T643,False,True,False,False,False,False
T644,False,True,False,True,False,False
T645,False,True,False,False,False,False
T646,False,True,False,False,False,True
T647,False,True,False,True,False,False
T648,False,True,False,False,False,False
T649,False,True,False,False,False,False
T650,False,False,False,False,True,False
T651,False,True,False,False,False,False
T652,False,True,False,False,False,False
T653,False,True,False,False,False,False
T654,False,True,False,False,False,False
T655,False,False,False,False,False,False
T656,False,True,False,False,False,False
T657,False,True,False,False,False,False
T658,False,True,False,False,False,False
T659,False,True,False,False,False,False
T660,False,True,False,False,False,False
T661,False,True,False,False,False,False
T662,False,True,False,False,False,False
T663,False,True,True,False,False,False
T664,False,True,True,False,False,True
T665,False,True,True,False,False,False
T666,False,True,True,False,False,False
T667,False,True,True,False,False,False
T668,False,True,False,False,False,False
T669,False,True,False,False,False,False
T670,False,True,False,False,False,False
T671,False,False,False,False,True,True
T672,False,True,False,False,False,False
T673,False,True,False,False,False,False
T674,False,True,False,False,True,False
T675,False,True,False,False,False,False
T676,False,True,False,False,False,False
T677,False,True,False,False,False,False
T678,True,True,False,False,False,False
T679,False,True,False,False,False,False
T680,False,True,False,False,False,False
T681,False,True,False,False,False,False
T682,False,True,False,False,False,False
T683,False,True,False,False,False,False
T684,False,True,False,False,False,False
T685,False,True,False,False,False,False
T686,False,True,False,False,False,True
T687,False,True,False,False,False,False
T688,False,True,False,False,False,True
T689,False,False,False,False,True,False
T690,False,True,False,False,False,False
T691,False,True,False,False,False,False
T692,False,True,False,False,False,False
T693,False,True,False,False,False,False
T694,False,False,False,False,True,False
T695,False,True,False,False,False,False
T696,False,True,False,False,False,False
T697,False,True,False,False,False,False
T698,False,True,False,False,False,False
T699,False,True,False,False,False,False
T700,False,True,False,False,False,False
T701,False,False,False,False,False,False
T702,False,True,False,False,False,True
T703,False,True,False,False,False,False
T704,False,True,False,False,False,True
T705,False,True,True,False,False,False
T706,False,True,True,False,False,False
T707,False,True,True,False,False,False
T708,False,True,True,False,False,False
T709,False,True,False,False,False,False
T710,False,True,False,False,False,False
T711,False,True,False,False,False,False
T712,False,True,False,False,False,False
T713,False,True,False,False,False,False
T714,False,True,False,False,False,False
T715,False,True,False,False,False,False
T716,False,False,False,False,True,False
T717,False,True,False,False,False,False
T718,False,True,False,False,False,False
T719,False,True,False,False,False,False
T720,False,True,False,False,False,False
T721,False,True,False,False,False,False
T722,False,True,False,False,False,False
T723,False,True,False,False,False,False
T724,False,True,False,False,False,False
T725,False,True,False,False,False,False
T726,False,True,False,False,False,False
T727,False,True,False,False,False,False
T728,False,True,False,False,False,False
T729,False,True,False,True,False,False
T730,False,True,False,False,False,False
T731,False,True,False,False,False,False
T732,False,True,False,False,False,False
T733,False,True,False,False,False,False
T734,False,True,False,False,False,False
T735,False,True,False,False,False,False
T736,False,True,False,False,False,False
T737,False,True,False,True,False,False
T738,False,True,False,False,False,False
T739,False,True,False,False,False,False
T740,False,True,False,False,False,False
T741,False,True,False,False,False,False
T742,False,True,False,False,False,False
T743,False,True,False,False,False,False
T744,False,True,False,False,False,False
T745,False,True,False,False,False,True
T746,False,True,False,False,False,False
T747,False,True,False,False,False,False
T748,False,True,False,False,False,True
T749,False,True,False,False,False,False
T750,False,True,False,False,False,False
T751,False,True,False,False,False,False
T752,False,True,True,False,False,False
T753,False,True,True,False,False,False
T754,False,True,True,False,False,False
T755,False,True,True,False,False,False
T756,False,True,False,False,False,False
T757,False,False,False,False,False,False
T758,False,True,False,False,False,False
T759,False,True,False,False,False,False
T760,False,True,False,False,False,False
T761,False,True,False,False,False,False
T762,False,True,False,False,False,False
T763,False,False,False,False,False,False
T764,False,True,False,False,False,False
T765,False,True,False,False,False,False
T766,False,True,False,False,False,False
T767,False,True,False,False,False,False
T768,False,True,False,False,False,False
T769,False,True,False,False,False,False
T770,False,True,False,False,False,False
T771,False,True,False,False,False,False
T772,False,True,False,False,False,False
T773,True,True,False,False,False,False
T774,False,True,False,False,False,False
T775,False,True,False,False,False,False
T776,False,True,False,False,False,False
T777,False,True,False,False,False,False
T778,False,False,False,True,False,False
T779,True,True,False,False,False,False
T780,True,True,False,False,False,False
T781,False,True,False,False,False,False
T782,False,True,False,False,False,False
T783,False,False,False,True,False,False
T784,False,True,False,False,False,False
T785,False,True,False,False,False,False
T786,False,True,False,False,False,False
T787,False,True,False,False,False,False
T788,False,True,False,False,False,False
T789,False,True,False,False,False,False
T790,False,True,False,False,False,False
T791,False,True,False,False,False,False
T792,False,True,False,False,False,False
T793,False,True,False,False,False,False
T794,False,True,False,False,False,False
T795,False,True,False,False,False,False
T796,False,True,False,True,False,False
T797,False,True,True,True,False,False
T798,False,True,True,False,False,False
T799,False,True,True,False,False,False
T800,False,True,True,False,False,False
T801,False,True,True,False,False,True
T802,True,True,True,False,False,False
T803,False,True,False,False,False,False
T804,False,True,False,False,False,False
T805,False,True,False,False,False,False
T806,False,True,False,False,False,False
T807,False,False,False,False,False,True
T808,False,True,False,False,False,False
T809,False,True,False,True,False,True
T810,False,True,False,False,False,True
T811,False,True,False,False,False,False
T812,False,True,False,False,False,False
T813,False,True,False,False,False,False
T814,False,True,False,False,False,True
T815,False,False,False,False,False,False
T816,False,True,False,True,False,False
T817,True,True,False,True,False,False
T818,False,True,False,False,False,False
T819,False,True,False,False,False,False
T820,False,True,False,False,False,False
T821,False,True,False,False,False,False
T822,False,True,False,False,False,False
T823,False,True,False,False,True,False
T824,False,False,False,False,False,False
T825,False,True,False,False,False,False
T826,False,True,False,False,False,False
T827,False,True,False,False,False,False
T828,False,True,False,False,False,False
T829,False,True,False,False,False,False
T830,False,True,False,False,False,False
T831,False,True,False,False,False,False
T832,False,True,False,False,False,False
T833,False,True,False,False,False,False
T834,True,True,False,False,False,True
T835,True,False,False,False,True,False
T836,False,True,False,False,False,False
T837,False,True,False,False,False,False
T838,False,True,False,False,False,False
T839,False,True,False,False,False,False
T840,False,True,False,False,False,False
T841,False,True,False,False,False,False
T842,False,True,False,False,False,False
T843,False,True,False,False,False,False
T844,False,True,False,False,False,True
T845,False,True,False,False,False,False
T846,False,True,False,False,False,True
T847,False,True,False,False,False,False
T848,False,True,True,False,False,False
T849,False,True,True,False,False,False
T850,False,True,True,False,False,True
T851,False,True,True,False,False,True
T852,False,True,False,False,False,True
T853,False,True,False,False,False,False
T854,False,True,False,False,False,False
T855,False,True,False,False,False,False
T856,False,True,False,False,False,False
T857,False,True,False,False,False,False
T858,False,True,False,False,False,False
T859,False,False,False,False,False,False
T860,False,True,False,False,False,False
T861,False,False,False,False,True,False
T862,False,False,False,False,True,False
T863,False,False,False,False,False,False
T864,False,True,False,False,False,False
T865,False,True,False,False,False,False
T866,False,True,False,False,False,False
T867,False,True,False,False,False,False
T868,False,True,False,False,False,False
T869,False,False,False,False,True,False
T870,False,True,False,False,False,False
T871,False,True,False,False,False,False
T872,False,True,False,False,False,False
T873,False,True,False,False,True,True
T874,False,True,False,False,False,False
T875,False,True,False,False,False,False
T876,False,True,False,False,False,False
T877,False,True,False,False,False,False
T878,False,True,False,False,False,False
T879,False,True,False,False,False,False
T880,False,True,False,False,False,False
T881,False,True,False,False,False,False
T882,False,True,False,False,False,False
T883,False,True,False,False,False,True
T884,False,True,False,False,False,False
T885,False,True,False,False,False,False
T886,False,True,False,False,False,False
T887,False,True,False,False,False,False
T888,False,True,False,False,False,False
T889,False,True,False,False,False,False
T890,False,True,False,True,False,True
T891,False,True,False,False,False,False
T892,False,True,False,False,True,False
T893,False,True,False,False,False,False
T894,False,True,False,False,False,False
T895,False,True,True,False,False,False
T896,False,True,True,False,False,False
T897,False,True,True,False,False,False
T898,False,False,True,False,False,False
T899,False,True,True,False,False,False
T900,False,True,True,False,False,False
T901,False,True,False,False,False,False
T902,False,True,False,False,False,False
T903,False,True,False,False,False,False
T904,False,True,False,False,False,False
T905,False,True,False,False,False,False
T906,False,True,False,False,False,False
T907,False,True,False,False,False,False
T908,False,True,False,False,False,False
T909,False,True,False,False,True,False
T910,False,True,False,False,False,True
T911,False,True,False,False,False,False
T912,False,True,False,False,False,False
T913,False,True,False,False,False,False
T914,False,True,False,False,False,False
T915,False,True,False,False,False,False
T916,False,True,False,False,False,False
T917,False,True,False,False,False,False
T918,False,True,False,False,False,False
T919,False,True,False,True,False,False
T920,False,True,False,False,False,False
T921,False,True,False,False,False,False
T922,False,True,False,True,False,False
T923,False,True,False,False,False,False
