timestamp,condition,temperature,rain_mm,wind_speed
2026-06-05 18:00:00,clear,19.1,0.0,21.7
2026-06-05 19:00:00,rain,20.9,2.7,7.0
2026-06-05 20:00:00,clear,20.1,0.0,4.4
2026-06-05 21:00:00,clear,11.8,0.0,24.4
2026-06-05 22:00:00,rain,11.4,11.8,21.9
2026-06-05 23:00:00,clear,11.5,0.0,9.0
2026-06-06 00:00:00,cloudy,13.2,0.0,17.5
2026-06-06 01:00:00,clear,9.4,0.0,12.7
2026-06-06 02:00:00,rain,11.5,8.3,9.4
2026-06-06 03:00:00,cloudy,14.6,0.0,8.6
2026-06-06 04:00:00,rain,16.1,10.5,5.1
2026-06-06 05:00:00,clear,17.3,0.0,14.6
2026-06-06 06:00:00,clear,20.2,0.0,12.3
2026-06-06 07:00:00,cloudy,20.9,0.0,13.8
2026-06-06 08:00:00,clear,25.0,0.0,7.0
2026-06-06 09:00:00,clear,27.0,0.0,23.6
2026-06-06 10:00:00,clear,29.3,0.0,16.7
2026-06-06 11:00:00,rain,29.1,2.5,22.7
2026-06-06 12:00:00,cloudy,30.9,0.0,4.5
2026-06-06 13:00:00,cloudy,31.4,0.0,16.3
2026-06-06 14:00:00,cloudy,29.1,0.0,21.5
2026-06-06 15:00:00,clear,27.7,0.0,9.6
2026-06-06 16:00:00,clear,25.2,0.0,6.5
2026-06-06 17:00:00,clear,22.6,0.0,8.1
2026-06-06 18:00:00,cloudy,18.9,0.0,8.3
2026-06-06 19:00:00,clear,17.9,0.0,12.3
2026-06-06 20:00:00,rain,14.8,6.9,9.5
2026-06-06 21:00:00,rain,16.0,8.5,8.2
2026-06-06 22:00:00,clear,13.5,0.0,16.9
2026-06-06 23:00:00,cloudy,10.7,0.0,3.2
2026-06-07 00:00:00,clear,8.6,0.0,9.8
2026-06-07 01:00:00,storm,8.4,1.6,17.9
2026-06-07 02:00:00,rain,12.8,2.3,6.0
2026-06-07 03:00:00,rain,13.0,11.2,7.1
2026-06-07 04:00:00,clear,15.3,0.0,6.6
2026-06-07 05:00:00,clear,14.3,0.0,2.0
2026-06-07 06:00:00,clear,20.9,0.0,12.9
2026-06-07 07:00:00,clear,22.7,0.0,2.9
2026-06-07 08:00:00,clear,22.7,0.0,8.3
2026-06-07 09:00:00,clear,25.7,0.0,24.9
2026-06-07 10:00:00,storm,28.4,0.5,23.1
2026-06-07 11:00:00,clear,29.0,0.0,6.9
2026-06-07 12:00:00,clear,28.8,0.0,9.1
2026-06-07 13:00:00,rain,28.7,1.6,12.7
2026-06-07 14:00:00,cloudy,27.4,0.0,21.4
2026-06-07 15:00:00,cloudy,26.4,0.0,20.5
2026-06-07 16:00:00,cloudy,26.2,0.0,4.9
2026-06-07 17:00:00,rain,17.7,7.3,4.9
2026-06-07 18:00:00,cloudy,18.6,0.0,11.6
2026-06-07 19:00:00,clear,16.6,0.0,22.0
2026-06-07 20:00:00,cloudy,14.3,0.0,22.3
2026-06-07 21:00:00,clear,11.1,0.0,4.5
2026-06-07 22:00:00,clear,7.4,0.0,15.2
2026-06-07 23:00:00,clear,9.5,0.0,5.6
2026-06-08 00:00:00,clear,11.2,0.0,17.8
2026-06-08 01:00:00,cloudy,6.6,0.0,23.1
2026-06-08 02:00:00,clear,11.2,0.0,12.5
2026-06-08 03:00:00,clear,10.9,0.0,3.9
2026-06-08 04:00:00,clear,13.3,0.0,15.3
2026-06-08 05:00:00,rain,14.2,9.8,11.4
2026-06-08 06:00:00,clear,17.8,0.0,20.7
2026-06-08 07:00:00,cloudy,22.8,0.0,9.8
2026-06-08 08:00:00,rain,24.1,8.0,22.1
2026-06-08 09:00:00,clear,27.8,0.0,8.3
2026-06-08 10:00:00,cloudy,28.5,0.0,5.6
2026-06-08 11:00:00,clear,28.4,0.0,9.0
2026-06-08 12:00:00,clear,30.6,0.0,2.8
2026-06-08 13:00:00,cloudy,28.3,0.0,8.5
2026-06-08 14:00:00,rain,27.8,2.4,17.2
2026-06-08 15:00:00,clear,24.5,0.0,5.3
2026-06-08 16:00:00,cloudy,22.9,0.0,4.6
2026-06-08 17:00:00,clear,19.3,0.0,5.0
2026-06-08 18:00:00,cloudy,19.2,0.0,3.8
2026-06-08 19:00:00,cloudy,13.3,0.0,22.1
2026-06-08 20:00:00,cloudy,13.8,0.0,23.7
2026-06-08 21:00:00,cloudy,10.2,0.0,3.1
2026-06-08 22:00:00,clear,10.6,0.0,19.5
2026-06-08 23:00:00,cloudy,8.9,0.0,19.0
2026-06-09 00:00:00,cloudy,10.1,0.0,24.9
2026-06-09 01:00:00,cloudy,8.8,0.0,10.0
2026-06-09 02:00:00,clear,6.3,0.0,8.6
2026-06-09 03:00:00,clear,10.1,0.0,12.4
2026-06-09 04:00:00,clear,10.4,0.0,21.7
2026-06-09 05:00:00,clear,13.8,0.0,18.8
2026-06-09 06:00:00,clear,19.3,0.0,12.8
2026-06-09 07:00:00,clear,20.6,0.0,7.6
2026-06-09 08:00:00,cloudy,20.9,0.0,18.7
2026-06-09 09:00:00,clear,22.5,0.0,21.7
2026-06-09 10:00:00,rain,25.6,0.9,11.2
2026-06-09 11:00:00,clear,24.7,0.0,17.4
2026-06-09 12:00:00,cloudy,25.8,0.0,11.2
2026-06-09 13:00:00,clear,26.9,0.0,13.0
2026-06-09 14:00:00,clear,27.1,0.0,14.1
2026-06-09 15:00:00,cloudy,24.6,0.0,19.8
2026-06-09 16:00:00,rain,18.2,1.4,24.5
2026-06-09 17:00:00,clear,19.6,0.0,12.2
2026-06-09 18:00:00,clear,16.6,0.0,9.9
2026-06-09 19:00:00,cloudy,14.5,0.0,10.6
2026-06-09 20:00:00,cloudy,13.8,0.0,5.1
2026-06-09 21:00:00,clear,6.2,0.0,8.8
2026-06-09 22:00:00,clear,6.8,0.0,4.0
2026-06-09 23:00:00,clear,7.5,0.0,11.8
2026-06-10 00:00:00,rain,3.9,11.4,5.8
2026-06-10 01:00:00,clear,8.7,0.0,10.0
2026-06-10 02:00:00,clear,8.0,0.0,20.3
2026-06-10 03:00:00,storm,10.3,7.3,7.7
2026-06-10 04:00:00,clear,10.2,0.0,16.1
2026-06-10 05:00:00,clear,14.7,0.0,22.7
2026-06-10 06:00:00,clear,17.6,0.0,15.0
2026-06-10 07:00:00,clear,18.9,0.0,6.5
2026-06-10 08:00:00,clear,21.3,0.0,9.9
2026-06-10 09:00:00,clear,23.4,0.0,15.6
2026-06-10 10:00:00,cloudy,23.2,0.0,13.7
2026-06-10 11:00:00,cloudy,25.2,0.0,5.4
2026-06-10 12:00:00,clear,25.5,0.0,12.3
2026-06-10 13:00:00,cloudy,26.0,0.0,14.5
2026-06-10 14:00:00,clear,25.9,0.0,8.1
2026-06-10 15:00:00,rain,21.2,1.6,16.1
2026-06-10 16:00:00,clear,20.4,0.0,3.6
2026-06-10 17:00:00,cloudy,20.4,0.0,9.7
2026-06-10 18:00:00,clear,14.5,0.0,20.5
2026-06-10 19:00:00,cloudy,11.7,0.0,8.0
2026-06-10 20:00:00,clear,10.8,0.0,15.9
2026-06-10 21:00:00,cloudy,9.7,0.0,11.4
2026-06-10 22:00:00,clear,6.8,0.0,9.3
2026-06-10 23:00:00,rain,7.8,8.8,23.1
2026-06-11 00:00:00,clear,6.7,0.0,9.9
2026-06-11 01:00:00,cloudy,7.0,0.0,7.4
2026-06-11 02:00:00,rain,7.5,6.1,22.9
2026-06-11 03:00:00,storm,11.7,11.6,19.2
2026-06-11 04:00:00,clear,10.0,0.0,17.7
2026-06-11 05:00:00,clear,9.7,0.0,3.1
2026-06-11 06:00:00,clear,17.7,0.0,5.0
2026-06-11 07:00:00,clear,17.1,0.0,16.7
2026-06-11 08:00:00,cloudy,20.4,0.0,6.8
2026-06-11 09:00:00,storm,24.2,4.2,7.2
2026-06-11 10:00:00,storm,21.4,3.4,19.9
2026-06-11 11:00:00,clear,22.9,0.0,8.6
2026-06-11 12:00:00,cloudy,22.7,0.0,3.6
2026-06-11 13:00:00,rain,23.6,1.0,2.8
2026-06-11 14:00:00,rain,24.4,1.2,12.2
2026-06-11 15:00:00,clear,23.0,0.0,16.2
2026-06-11 16:00:00,clear,20.5,0.0,22.0
2026-06-11 17:00:00,rain,15.5,1.3,4.5
2026-06-11 18:00:00,clear,11.6,0.0,6.5
2026-06-11 19:00:00,clear,12.5,0.0,14.2
2026-06-11 20:00:00,storm,9.3,6.8,10.4
2026-06-11 21:00:00,storm,8.7,7.6,13.1
2026-06-11 22:00:00,rain,7.4,3.9,23.3
2026-06-11 23:00:00,cloudy,5.6,0.0,14.5
2026-06-12 00:00:00,clear,6.2,0.0,11.5
2026-06-12 01:00:00,clear,5.7,0.0,24.8
2026-06-12 02:00:00,clear,7.1,0.0,3.5
2026-06-12 03:00:00,cloudy,6.9,0.0,23.4
2026-06-12 04:00:00,clear,9.7,0.0,13.5
2026-06-12 05:00:00,cloudy,12.7,0.0,13.6
2026-06-12 06:00:00,clear,16.2,0.0,23.2
2026-06-12 07:00:00,cloudy,17.0,0.0,13.7
2026-06-12 08:00:00,clear,20.8,0.0,12.1
2026-06-12 09:00:00,clear,21.7,0.0,8.3
2026-06-12 10:00:00,clear,23.5,0.0,17.2
2026-06-12 11:00:00,clear,25.9,0.0,15.1
2026-06-12 12:00:00,rain,22.0,6.3,6.9
2026-06-12 13:00:00,clear,22.7,0.0,18.3
2026-06-12 14:00:00,clear,21.5,0.0,16.8
2026-06-12 15:00:00,cloudy,18.6,0.0,11.1
2026-06-12 16:00:00,cloudy,19.0,0.0,2.1
2026-06-12 17:00:00,clear,18.8,0.0,12.3
2026-06-12 18:00:00,clear,14.6,0.0,2.1
2026-06-12 19:00:00,clear,12.8,0.0,3.7
2026-06-12 20:00:00,cloudy,11.7,0.0,11.9
2026-06-12 21:00:00,clear,10.0,0.0,3.9
2026-06-12 22:00:00,clear,6.4,0.0,8.3
2026-06-12 23:00:00,clear,7.5,0.0,17.1
2026-06-13 00:00:00,cloudy,5.3,0.0,9.1
2026-06-13 01:00:00,clear,4.2,0.0,24.9
2026-06-13 02:00:00,rain,5.6,2.3,23.1
2026-06-13 03:00:00,clear,5.9,0.0,15.5
2026-06-13 04:00:00,cloudy,8.9,0.0,24.2
2026-06-13 05:00:00,clear,12.1,0.0,22.0
2026-06-13 06:00:00,clear,16.5,0.0,9.3
2026-06-13 07:00:00,clear,20.5,0.0,19.2
2026-06-13 08:00:00,rain,18.2,9.4,5.1
2026-06-13 09:00:00,rain,23.0,5.0,17.7
2026-06-13 10:00:00,clear,22.5,0.0,13.3
2026-06-13 11:00:00,clear,25.7,0.0,2.4
2026-06-13 12:00:00,rain,25.2,0.9,8.3
2026-06-13 13:00:00,clear,22.3,0.0,24.0
2026-06-13 14:00:00,clear,25.5,0.0,9.3
2026-06-13 15:00:00,clear,21.6,0.0,6.2
2026-06-13 16:00:00,cloudy,19.7,0.0,6.3
2026-06-13 17:00:00,cloudy,16.5,0.0,13.0
2026-06-13 18:00:00,cloudy,14.6,0.0,21.4
2026-06-13 19:00:00,rain,13.7,8.2,19.4
2026-06-13 20:00:00,clear,10.4,0.0,12.0
2026-06-13 21:00:00,clear,9.1,0.0,6.8
2026-06-13 22:00:00,clear,7.6,0.0,3.1
2026-06-13 23:00:00,clear,8.1,0.0,12.6
2026-06-14 00:00:00,clear,5.3,0.0,20.7
2026-06-14 01:00:00,clear,3.9,0.0,18.8
2026-06-14 02:00:00,clear,8.8,0.0,11.4
2026-06-14 03:00:00,cloudy,8.3,0.0,15.7
2026-06-14 04:00:00,clear,12.6,0.0,12.0
2026-06-14 05:00:00,clear,13.9,0.0,15.3
2026-06-14 06:00:00,cloudy,15.8,0.0,13.9
2026-06-14 07:00:00,cloudy,19.1,0.0,17.7
2026-06-14 08:00:00,cloudy,24.0,0.0,13.7
2026-06-14 09:00:00,rain,26.3,2.4,23.6
2026-06-14 10:00:00,cloudy,24.9,0.0,11.8
2026-06-14 11:00:00,clear,26.1,0.0,2.4
2026-06-14 12:00:00,clear,27.9,0.0,7.4
2026-06-14 13:00:00,cloudy,24.7,0.0,13.5
2026-06-14 14:00:00,clear,25.5,0.0,14.4
2026-06-14 15:00:00,clear,23.4,0.0,14.7
2026-06-14 16:00:00,clear,21.9,0.0,18.4
2026-06-14 17:00:00,clear,17.8,0.0,8.3
2026-06-14 18:00:00,clear,14.1,0.0,17.3
2026-06-14 19:00:00,clear,10.8,0.0,18.2
2026-06-14 20:00:00,rain,9.9,2.8,11.5
2026-06-14 21:00:00,rain,8.9,8.4,11.2
2026-06-14 22:00:00,clear,7.6,0.0,6.1
2026-06-14 23:00:00,rain,10.0,11.4,11.5
2026-06-15 00:00:00,clear,8.4,0.0,20.1
2026-06-15 01:00:00,rain,5.7,3.6,22.9
2026-06-15 02:00:00,rain,8.7,2.1,15.7
2026-06-15 03:00:00,clear,9.2,0.0,8.9
2026-06-15 04:00:00,cloudy,11.5,0.0,17.7
2026-06-15 05:00:00,storm,14.7,0.8,19.0
2026-06-15 06:00:00,rain,18.0,9.0,9.6
2026-06-15 07:00:00,storm,19.2,11.2,21.0
2026-06-15 08:00:00,cloudy,23.8,0.0,3.7
2026-06-15 09:00:00,clear,22.6,0.0,2.2
2026-06-15 10:00:00,rain,25.9,8.5,4.8
2026-06-15 11:00:00,cloudy,30.9,0.0,5.6
2026-06-15 12:00:00,cloudy,27.7,0.0,22.2
2026-06-15 13:00:00,clear,29.2,0.0,11.8
2026-06-15 14:00:00,cloudy,26.3,0.0,8.3
2026-06-15 15:00:00,clear,25.5,0.0,11.9
2026-06-15 16:00:00,cloudy,22.5,0.0,11.1
2026-06-15 17:00:00,clear,20.0,0.0,8.9
2026-06-15 18:00:00,cloudy,16.5,0.0,5.2
2026-06-15 19:00:00,rain,15.8,3.4,17.1
2026-06-15 20:00:00,clear,11.5,0.0,5.1
2026-06-15 21:00:00,clear,11.8,0.0,19.8
2026-06-15 22:00:00,clear,10.9,0.0,6.6
2026-06-15 23:00:00,storm,8.8,2.0,18.8
2026-06-16 00:00:00,cloudy,7.6,0.0,20.5
2026-06-16 01:00:00,clear,9.1,0.0,4.9
2026-06-16 02:00:00,clear,9.0,0.0,4.0
2026-06-16 03:00:00,clear,12.5,0.0,23.8
2026-06-16 04:00:00,clear,10.5,0.0,12.7
2026-06-16 05:00:00,rain,15.2,9.5,16.5
2026-06-16 06:00:00,cloudy,15.3,0.0,2.5
2026-06-16 07:00:00,clear,18.7,0.0,8.4
2026-06-16 08:00:00,rain,25.5,10.4,13.6
2026-06-16 09:00:00,clear,26.9,0.0,22.4
2026-06-16 10:00:00,rain,26.1,8.1,8.2
2026-06-16 11:00:00,clear,26.0,0.0,19.8
2026-06-16 12:00:00,cloudy,24.2,0.0,17.2
2026-06-16 13:00:00,rain,27.5,6.6,4.7
2026-06-16 14:00:00,clear,31.0,0.0,8.7
2026-06-16 15:00:00,cloudy,26.5,0.0,7.5
2026-06-16 16:00:00,storm,23.0,11.1,12.2
2026-06-16 17:00:00,clear,22.2,0.0,16.6
2026-06-16 18:00:00,clear,16.6,0.0,12.0
2026-06-16 19:00:00,cloudy,15.9,0.0,7.6
2026-06-16 20:00:00,clear,14.2,0.0,18.0
2026-06-16 21:00:00,clear,11.9,0.0,15.4
2026-06-16 22:00:00,clear,11.6,0.0,13.9
2026-06-16 23:00:00,cloudy,10.0,0.0,14.8
2026-06-17 00:00:00,clear,10.2,0.0,7.1
2026-06-17 01:00:00,clear,8.6,0.0,17.6
2026-06-17 02:00:00,rain,12.0,0.6,10.9
2026-06-17 03:00:00,clear,14.7,0.0,10.4
2026-06-17 04:00:00,rain,13.0,3.5,5.4
2026-06-17 05:00:00,clear,15.5,0.0,15.7
2026-06-17 06:00:00,rain,21.5,1.0,15.9
2026-06-17 07:00:00,cloudy,21.8,0.0,9.8
2026-06-17 08:00:00,clear,26.7,0.0,21.8
2026-06-17 09:00:00,rain,26.0,4.4,21.4
2026-06-17 10:00:00,clear,30.5,0.0,4.5
2026-06-17 11:00:00,clear,29.6,0.0,18.0
2026-06-17 12:00:00,clear,30.2,0.0,11.1
2026-06-17 13:00:00,cloudy,31.8,0.0,25.0
2026-06-17 14:00:00,clear,28.0,0.0,7.2
2026-06-17 15:00:00,clear,25.5,0.0,8.5
2026-06-17 16:00:00,clear,24.3,0.0,12.2
2026-06-17 17:00:00,clear,23.2,0.0,8.2
2026-06-17 18:00:00,clear,17.7,0.0,17.9
2026-06-17 19:00:00,clear,18.4,0.0,13.1
2026-06-17 20:00:00,clear,14.3,0.0,7.1
2026-06-17 21:00:00,clear,14.8,0.0,13.6
2026-06-17 22:00:00,cloudy,7.9,0.0,22.4
2026-06-17 23:00:00,clear,9.4,0.0,20.2
2026-06-18 00:00:00,cloudy,7.7,0.0,13.5
2026-06-18 01:00:00,clear,9.4,0.0,8.6
2026-06-18 02:00:00,clear,12.0,0.0,6.1
2026-06-18 03:00:00,clear,13.0,0.0,22.2
2026-06-18 04:00:00,clear,15.0,0.0,18.3
2026-06-18 05:00:00,clear,17.6,0.0,15.2
2026-06-18 06:00:00,rain,20.7,7.6,22.2
2026-06-18 07:00:00,clear,21.5,0.0,4.8
2026-06-18 08:00:00,clear,26.5,0.0,17.7
2026-06-18 09:00:00,cloudy,28.6,0.0,7.0
2026-06-18 10:00:00,clear,29.8,0.0,4.8
2026-06-18 11:00:00,clear,31.1,0.0,12.7
2026-06-18 12:00:00,clear,31.0,0.0,10.9
2026-06-18 13:00:00,clear,33.3,0.0,23.6
2026-06-18 14:00:00,clear,29.2,0.0,9.5
2026-06-18 15:00:00,cloudy,27.3,0.0,20.7
2026-06-18 16:00:00,rain,24.6,10.0,19.2
2026-06-18 17:00:00,clear,21.8,0.0,17.4
2026-06-18 18:00:00,cloudy,18.9,0.0,23.2
2026-06-18 19:00:00,cloudy,16.8,0.0,11.4
2026-06-18 20:00:00,clear,15.7,0.0,11.0
2026-06-18 21:00:00,cloudy,14.2,0.0,5.7
2026-06-18 22:00:00,cloudy,12.2,0.0,8.3
2026-06-18 23:00:00,rain,10.0,7.0,22.2
2026-06-19 00:00:00,storm,12.2,8.5,12.9
2026-06-19 01:00:00,clear,12.3,0.0,9.9
2026-06-19 02:00:00,clear,12.0,0.0,7.0
2026-06-19 03:00:00,clear,12.8,0.0,13.2
2026-06-19 04:00:00,clear,16.7,0.0,18.5
2026-06-19 05:00:00,clear,18.6,0.0,8.6
2026-06-19 06:00:00,storm,18.8,7.3,19.4
2026-06-19 07:00:00,clear,23.4,0.0,16.5
2026-06-19 08:00:00,clear,26.3,0.0,20.1
2026-06-19 09:00:00,rain,26.7,7.5,7.8
2026-06-19 10:00:00,clear,29.9,0.0,16.5
2026-06-19 11:00:00,clear,28.5,0.0,5.5
2026-06-19 12:00:00,storm,33.0,8.7,10.4
2026-06-19 13:00:00,clear,32.5,0.0,18.7
2026-06-19 14:00:00,clear,29.3,0.0,16.5
2026-06-19 15:00:00,clear,28.6,0.0,6.3
2026-06-19 16:00:00,rain,22.4,5.3,21.7
2026-06-19 17:00:00,clear,21.9,0.0,3.2
2026-06-19 18:00:00,clear,20.6,0.0,15.7
2026-06-19 19:00:00,clear,16.8,0.0,24.6
2026-06-19 20:00:00,clear,17.1,0.0,14.2
2026-06-19 21:00:00,rain,16.9,7.0,20.4
2026-06-19 22:00:00,clear,10.6,0.0,15.7
2026-06-19 23:00:00,storm,10.1,9.8,20.0
2026-06-20 00:00:00,clear,11.3,0.0,17.1
2026-06-20 01:00:00,clear,13.7,0.0,17.9
2026-06-20 02:00:00,rain,10.5,11.5,7.2
2026-06-20 03:00:00,clear,14.3,0.0,19.1
2026-06-20 04:00:00,clear,18.7,0.0,7.5
2026-06-20 05:00:00,rain,15.9,11.7,24.6
2026-06-20 06:00:00,clear,19.0,0.0,7.2
2026-06-20 07:00:00,clear,22.9,0.0,7.4
2026-06-20 08:00:00,storm,25.1,7.5,21.7
2026-06-20 09:00:00,clear,29.2,0.0,7.6
2026-06-20 10:00:00,clear,29.9,0.0,10.3
2026-06-20 11:00:00,clear,27.9,0.0,18.4
2026-06-20 12:00:00,clear,31.6,0.0,5.7
2026-06-20 13:00:00,clear,29.6,0.0,5.7
2026-06-20 14:00:00,cloudy,31.4,0.0,13.2
2026-06-20 15:00:00,clear,26.9,0.0,7.6
2026-06-20 16:00:00,cloudy,24.8,0.0,7.4
2026-06-20 17:00:00,clear,24.2,0.0,2.2
2026-06-20 18:00:00,clear,21.9,0.0,10.5
2026-06-20 19:00:00,clear,18.8,0.0,9.3
2026-06-20 20:00:00,cloudy,13.2,0.0,2.7
2026-06-20 21:00:00,clear,14.4,0.0,16.3
2026-06-20 22:00:00,clear,10.4,0.0,16.4
2026-06-20 23:00:00,rain,11.3,0.7,3.6
2026-06-21 00:00:00,cloudy,8.5,0.0,9.3
2026-06-21 01:00:00,clear,11.6,0.0,22.1
2026-06-21 02:00:00,rain,10.7,8.6,15.4
2026-06-21 03:00:00,clear,11.5,0.0,11.5
2026-06-21 04:00:00,clear,16.6,0.0,12.7
2026-06-21 05:00:00,clear,18.2,0.0,6.8
2026-06-21 06:00:00,clear,19.5,0.0,20.7
2026-06-21 07:00:00,clear,25.2,0.0,23.0
2026-06-21 08:00:00,cloudy,24.7,0.0,22.9
2026-06-21 09:00:00,clear,27.5,0.0,7.2
