timestamp,machine_id,operator_id,task_id,engine_hours,fuel_used_l,load_cycles,avg_cycle_time_s,cycle_time_std,idling_time_min,idle_reason,seatbelt_status,machine_moving,harsh_events,lat,lon,safety_alert
2026-06-01 07:10:00.000000,EXC002,OP1012,T006,1147.73,3.06,11,25.8,1.31,0,,buckled,True,0,40.000991,-104.999484,False
2026-06-01 07:15:00.000000,EXC002,OP1012,T006,1147.81,0.78,0,0.0,1.31,5,waiting_for_truck,buckled,False,0,40.001064,-104.999502,False
2026-06-01 07:20:00.000000,EXC002,OP1012,T006,1147.89,0.7,0,0.0,1.31,5,waiting_for_truck,buckled,False,0,40.001023,-104.999502,False
2026-06-01 07:25:00.000000,EXC002,OP1012,T006,1147.98,0.73,0,0.0,1.31,5,waiting_for_truck,buckled,False,0,40.001025,-104.999505,False
2026-06-01 07:30:00.000000,EXC002,OP1012,T006,1148.06,0.73,0,0.0,1.31,5,waiting_for_truck,buckled,False,0,40.000964,-104.99944,False
2026-06-01 07:35:00.000000,EXC002,OP1012,T006,1148.14,0.77,0,0.0,1.31,5,waiting_for_truck,buckled,False,0,40.000984,-104.999532,False
2026-06-01 07:40:00.000000,EXC002,OP1012,T006,1148.23,0.79,0,0.0,1.31,5,waiting_for_truck,buckled,False,0,40.000984,-104.999526,False
2026-06-01 07:45:00.000000,EXC002,OP1012,T006,1148.31,0.77,0,0.0,1.31,5,waiting_for_truck,unbuckled,False,0,40.001049,-104.999489,False
2026-06-01 07:50:00.000000,EXC002,OP1012,T006,1148.39,3.11,11,24.7,1.31,0,,buckled,True,0,40.000967,-104.99954,False
2026-06-01 08:05:57.029668,EXC002,OP1010,T007,1148.48,3.76,11,25.7,1.34,0,,buckled,True,0,40.001011,-104.999533,False
2026-06-01 08:10:57.029668,EXC002,OP1010,T007,1148.56,3.83,11,24.9,1.34,0,,buckled,True,0,40.001021,-104.999446,False
2026-06-01 08:15:57.029668,EXC002,OP1010,T007,1148.64,1.02,0,0.0,1.34,5,unnecessary,buckled,False,0,40.000961,-104.99951,False
2026-06-01 08:20:57.029668,EXC002,OP1010,T007,1148.73,3.94,11,27.4,1.34,0,,buckled,True,0,40.00103,-104.999525,False
2026-06-01 08:25:57.029668,EXC002,OP1010,T007,1148.81,4.25,11,26.7,1.34,0,,buckled,True,0,40.000979,-104.999517,False
2026-06-01 08:30:57.029668,EXC002,OP1010,T007,1148.89,4.4,11,27.2,1.34,0,,buckled,True,0,40.000992,-104.999427,False
2026-06-01 08:35:57.029668,EXC002,OP1010,T007,1148.98,4.31,11,25.8,1.34,0,,buckled,True,0,40.000994,-104.999496,False
2026-06-01 08:40:57.029668,EXC002,OP1010,T007,1149.06,3.91,11,27.3,1.34,0,,buckled,True,0,40.000961,-104.999534,False
2026-06-01 08:45:57.029668,EXC002,OP1010,T007,1149.14,3.95,11,26.2,1.34,0,,buckled,True,0,40.00103,-104.999472,False
2026-06-01 08:50:57.029668,EXC002,OP1010,T007,1149.23,4.0,11,26.4,1.34,0,,buckled,True,0,40.001023,-104.999485,False
2026-06-01 09:08:44.982965,EXC002,OP1010,T008,1149.31,4.2,10,28.9,1.44,0,,buckled,True,1,40.000996,-104.999457,False
2026-06-01 09:13:44.982965,EXC002,OP1010,T008,1149.39,4.39,10,29.4,1.44,0,,buckled,True,1,40.001029,-104.999514,False
2026-06-01 09:18:44.982965,EXC002,OP1010,T008,1149.48,3.95,10,27.9,1.44,0,,buckled,True,1,40.000981,-104.999524,False
2026-06-01 09:23:44.982965,EXC002,OP1010,T008,1149.56,3.81,10,28.6,1.44,0,,buckled,True,0,40.001063,-104.99955,False
2026-06-01 09:28:44.982965,EXC002,OP1010,T008,1149.64,3.98,10,27.4,1.44,0,,buckled,True,1,40.000981,-104.999498,False
2026-06-01 09:33:44.982965,EXC002,OP1010,T008,1149.73,3.95,10,31.2,1.44,0,,buckled,True,0,40.00102,-104.99958,False
2026-06-01 09:38:44.982965,EXC002,OP1010,T008,1149.81,4.04,10,31.9,1.44,0,,buckled,True,0,40.000945,-104.999509,False
2026-06-01 09:43:44.982965,EXC002,OP1010,T008,1149.89,3.81,10,31.4,1.44,0,,buckled,True,0,40.000977,-104.999499,False
2026-06-01 09:48:44.982965,EXC002,OP1010,T008,1149.98,0.96,0,0.0,1.44,5,unnecessary,buckled,False,0,40.001001,-104.999475,False
2026-06-01 10:02:43.151604,EXC002,OP1017,T009,1150.06,2.97,9,33.8,1.71,0,,buckled,True,1,40.000993,-104.999514,False
2026-06-01 10:07:43.151604,EXC002,OP1017,T009,1150.14,2.98,9,35.6,1.71,0,,buckled,True,0,40.000978,-104.999496,False
2026-06-01 10:12:43.151604,EXC002,OP1017,T009,1150.23,3.22,9,32.7,1.71,0,,buckled,True,0,40.000994,-104.999502,False
2026-06-01 10:17:43.151604,EXC002,OP1017,T009,1150.31,0.8,0,0.0,1.71,5,unnecessary,buckled,False,0,40.000977,-104.999469,False
2026-06-01 10:22:43.151604,EXC002,OP1017,T009,1150.39,0.73,0,0.0,1.71,5,unnecessary,buckled,False,0,40.001036,-104.99947,False
2026-06-01 10:27:43.151604,EXC002,OP1017,T009,1150.48,3.03,9,35.4,1.71,0,,buckled,True,0,40.001,-104.99952,False
2026-06-01 10:32:43.151604,EXC002,OP1017,T009,1150.56,3.14,9,32.9,1.71,0,,buckled,True,0,40.000991,-104.999499,False
2026-06-01 10:37:43.151604,EXC002,OP1017,T009,1150.64,3.11,9,34.1,1.71,0,,buckled,True,0,40.000999,-104.999473,False
2026-06-01 10:42:43.151604,EXC002,OP1017,T009,1150.73,2.9,9,33.9,1.71,0,,buckled,True,0,40.001026,-104.999503,False
2026-06-01 10:47:43.151604,EXC002,OP1017,T009,1150.81,3.27,9,33.8,1.71,0,,buckled,True,0,40.000995,-104.999539,False
2026-06-01 10:52:43.151604,EXC002,OP1017,T009,1150.89,2.84,9,33.2,1.71,0,,buckled,True,0,40.000999,-104.999515,False
2026-06-01 07:00:00.000000,EXC003,OP1003,T010,1216.71,2.96,13,23.4,1.13,0,,buckled,True,0,39.999183,-104.998793,False
2026-06-01 07:05:00.000000,EXC003,OP1003,T010,1216.79,3.14,13,21.3,1.13,0,,buckled,True,0,39.999167,-104.99883,False
2026-06-01 07:10:00.000000,EXC003,OP1003,T010,1216.87,2.92,13,23.1,1.13,0,,buckled,True,0,39.999181,-104.998798,False
2026-06-01 07:15:00.000000,EXC003,OP1003,T010,1216.96,2.83,13,23.0,1.13,0,,buckled,True,0,39.999198,-104.998806,False
2026-06-01 07:20:00.000000,EXC003,OP1003,T010,1217.04,0.67,0,0.0,1.13,5,unnecessary,buckled,False,0,39.999216,-104.998707,False
2026-06-01 07:25:00.000000,EXC003,OP1003,T010,1217.12,2.98,13,22.4,1.13,0,,buckled,True,0,39.999249,-104.998771,False
2026-06-01 07:30:00.000000,EXC003,OP1003,T010,1217.21,2.68,13,23.2,1.13,0,,buckled,True,0,39.999219,-104.998835,False
2026-06-01 07:41:49.873867,EXC003,OP1005,T011,1217.29,3.02,8,34.5,1.77,0,,buckled,True,0,39.999144,-104.998838,False
2026-06-01 07:46:49.873867,EXC003,OP1005,T011,1217.37,3.02,8,37.2,1.77,0,,buckled,True,0,39.999247,-104.998822,False
2026-06-01 07:51:49.873867,EXC003,OP1005,T011,1217.46,2.96,8,33.6,1.77,0,,buckled,True,0,39.999263,-104.998853,False
2026-06-01 07:56:49.873867,EXC003,OP1005,T011,1217.54,2.95,8,37.7,1.77,0,,buckled,True,1,39.999237,-104.998798,False
2026-06-01 08:01:49.873867,EXC003,OP1005,T011,1217.62,3.08,8,38.6,1.77,0,,buckled,True,0,39.999198,-104.998816,False
2026-06-01 08:06:49.873867,EXC003,OP1005,T011,1217.71,2.86,8,37.2,1.77,0,,buckled,True,1,39.999203,-104.998815,False
2026-06-01 08:11:49.873867,EXC003,OP1005,T011,1217.79,0.85,0,0.0,1.77,5,unnecessary,unbuckled,False,0,39.999196,-104.998813,False
2026-06-01 08:16:49.873867,EXC003,OP1005,T011,1217.87,0.76,0,0.0,1.77,5,unnecessary,unbuckled,False,0,39.999243,-104.998795,False
2026-06-01 08:21:49.873867,EXC003,OP1005,T011,1217.96,0.68,0,0.0,1.77,5,unnecessary,unbuckled,False,0,39.999151,-104.998855,False
2026-06-01 08:26:49.873867,EXC003,OP1005,T011,1218.04,0.7,0,0.0,1.77,5,unnecessary,unbuckled,False,0,39.999238,-104.998799,False
2026-06-01 08:31:49.873867,EXC003,OP1005,T011,1218.12,2.87,8,36.6,1.77,0,,buckled,True,0,39.99917,-104.998764,False
2026-06-01 08:47:47.708005,EXC003,OP1001,T012,1218.21,2.91,12,27.8,1.29,0,,buckled,True,0,39.999224,-104.998778,False
2026-06-01 08:52:47.708005,EXC003,OP1001,T012,1218.29,0.72,0,0.0,1.29,5,unnecessary,buckled,False,0,39.999232,-104.998745,False
2026-06-01 08:57:47.708005,EXC003,OP1001,T012,1218.37,0.75,0,0.0,1.29,5,unnecessary,buckled,False,0,39.999184,-104.99881,False
2026-06-01 09:02:47.708005,EXC003,OP1001,T012,1218.46,3.26,12,24.5,1.29,0,,buckled,True,0,39.999248,-104.998781,False
2026-06-01 09:07:47.708005,EXC003,OP1001,T012,1218.54,3.32,12,25.2,1.29,0,,buckled,True,0,39.99918,-104.998796,False
2026-06-01 09:12:47.708005,EXC003,OP1001,T012,1218.62,2.73,12,26.7,1.29,0,,buckled,True,0,39.999198,-104.998812,False
2026-06-01 09:17:47.708005,EXC003,OP1001,T012,1218.71,2.87,12,26.8,1.29,0,,buckled,True,0,39.999215,-104.998738,False
2026-06-01 09:22:47.708005,EXC003,OP1001,T012,1218.79,3.22,12,23.9,1.29,0,,buckled,True,0,39.999213,-104.998802,False
2026-06-01 09:39:14.141313,EXC003,OP1014,T013,1218.87,2.85,10,29.8,1.44,0,,buckled,True,0,39.999171,-104.998799,False
2026-06-01 09:44:14.141313,EXC003,OP1014,T013,1218.96,2.79,10,28.5,1.44,0,,buckled,True,0,39.999187,-104.998807,False
2026-06-01 09:49:14.141313,EXC003,OP1014,T013,1219.04,2.83,10,27.8,1.44,0,,buckled,True,0,39.999227,-104.998798,False
2026-06-01 09:54:14.141313,EXC003,OP1014,T013,1219.12,2.85,10,28.3,1.44,0,,buckled,True,0,39.99917,-104.998759,False
2026-06-01 09:59:14.141313,EXC003,OP1014,T013,1219.21,2.98,10,31.5,1.44,0,,buckled,True,0,39.999199,-104.998781,False
2026-06-01 10:04:14.141313,EXC003,OP1014,T013,1219.29,2.6,10,29.0,1.44,0,,buckled,True,0,39.999245,-104.998771,False
2026-06-01 10:09:14.141313,EXC003,OP1014,T013,1219.37,0.8,0,0.0,1.44,5,unnecessary,buckled,False,0,39.999192,-104.998827,False
2026-06-01 10:14:14.141313,EXC003,OP1014,T013,1219.46,3.03,10,28.5,1.44,0,,buckled,True,0,39.99921,-104.998794,False
2026-06-01 10:19:14.141313,EXC003,OP1014,T013,1219.54,3.14,10,30.3,1.44,0,,buckled,True,0,39.999243,-104.998782,False
2026-06-01 10:24:14.141313,EXC003,OP1014,T013,1219.62,3.03,10,30.5,1.44,0,,buckled,True,0,39.999201,-104.998748,False
2026-06-01 10:29:14.141313,EXC003,OP1014,T013,1219.71,3.24,10,28.7,1.44,0,,buckled,True,0,39.999244,-104.998776,False
2026-06-01 10:34:14.141313,EXC003,OP1014,T013,1219.79,3.05,10,28.3,1.44,0,,buckled,True,0,39.999199,-104.99882,False
2026-06-01 10:39:14.141313,EXC003,OP1014,T013,1219.87,3.02,10,29.1,1.44,0,,buckled,True,0,39.999227,-104.998761,False
2026-06-01 10:44:14.141313,EXC003,OP1014,T013,1219.96,3.15,10,28.4,1.44,0,,buckled,True,0,39.999202,-104.998837,False
2026-06-01 11:00:57.621442,EXC003,OP1010,T014,1220.04,3.85,10,27.6,1.51,0,,buckled,True,0,39.999199,-104.998863,False
2026-06-01 11:05:57.621442,EXC003,OP1010,T014,1220.12,3.94,10,29.9,1.51,0,,buckled,True,0,39.99918,-104.99881,False
2026-06-01 11:10:57.621442,EXC003,OP1010,T014,1220.21,4.4,10,31.3,1.51,0,,buckled,True,0,39.999198,-104.998801,False
2026-06-01 11:15:57.621442,EXC003,OP1010,T014,1220.29,0.97,0,0.0,1.51,5,waiting_for_truck,buckled,False,0,39.99923,-104.998813,False
2026-06-01 11:20:57.621442,EXC003,OP1010,T014,1220.37,1.01,0,0.0,1.51,5,waiting_for_truck,buckled,False,0,39.999204,-104.998859,False
2026-06-01 11:25:57.621442,EXC003,OP1010,T014,1220.46,1.06,0,0.0,1.51,5,waiting_for_truck,buckled,False,0,39.999214,-104.998733,False
2026-06-01 11:30:57.621442,EXC003,OP1010,T014,1220.54,1.09,0,0.0,1.51,5,waiting_for_truck,buckled,False,0,39.999284,-104.998777,False
2026-06-01 11:35:57.621442,EXC003,OP1010,T014,1220.62,1.06,0,0.0,1.51,5,waiting_for_truck,buckled,False,0,39.999183,-104.998797,False
2026-06-01 11:40:57.621442,EXC003,OP1010,T014,1220.71,3.92,10,30.9,1.51,0,,buckled,True,0,39.999179,-104.998788,False
2026-06-01 11:58:08.248094,EXC003,OP1010,T015,1220.79,4.27,11,29.1,1.4,0,,buckled,True,0,39.999218,-104.998794,False
2026-06-01 12:03:08.248094,EXC003,OP1010,T015,1220.87,4.27,11,29.3,1.4,0,,buckled,True,0,39.999238,-104.99887,False
2026-06-01 12:08:08.248094,EXC003,OP1010,T015,1220.96,3.99,11,27.6,1.4,0,,buckled,True,0,39.999247,-104.998844,False
2026-06-01 12:13:08.248094,EXC003,OP1010,T015,1221.04,0.95,0,0.0,1.4,5,unnecessary,buckled,False,0,39.999166,-104.998807,False
2026-06-01 12:18:08.248094,EXC003,OP1010,T015,1221.12,0.93,0,0.0,1.4,5,unnecessary,buckled,False,0,39.999219,-104.99878,False
2026-06-01 12:23:08.248094,EXC003,OP1010,T015,1221.21,4.26,11,27.4,1.4,0,,buckled,True,0,39.999199,-104.998749,False
2026-06-01 12:28:08.248094,EXC003,OP1010,T015,1221.29,3.48,11,26.7,1.4,0,,buckled,True,0,39.999167,-104.998808,False
2026-06-01 12:33:08.248094,EXC003,OP1010,T015,1221.37,4.02,11,27.1,1.4,0,,buckled,True,0,39.999219,-104.998807,False
2026-06-01 12:38:08.248094,EXC003,OP1010,T015,1221.46,3.96,11,27.8,1.4,0,,buckled,True,0,39.999148,-104.998786,False
2026-06-01 12:43:08.248094,EXC003,OP1010,T015,1221.54,3.96,11,29.8,1.4,0,,buckled,True,0,39.999235,-104.99883,False
2026-06-01 12:48:08.248094,EXC003,OP1010,T015,1221.62,3.97,11,26.3,1.4,0,,buckled,True,0,39.999238,-104.998755,False
2026-06-01 07:00:00.000000,EXC004,OP1002,T016,2300.2,2.93,10,30.3,1.5,0,,buckled,True,0,40.000496,-105.001011,False
2026-06-01 07:05:00.000000,EXC004,OP1002,T016,2300.28,3.13,10,30.5,1.5,0,,buckled,True,0,40.000501,-105.000989,False
2026-06-01 07:10:00.000000,EXC004,OP1002,T016,2300.36,3.26,10,31.2,1.5,0,,buckled,True,0,40.000482,-105.001016,False
2026-06-01 07:15:00.000000,EXC004,OP1002,T016,2300.45,0.74,0,0.0,1.5,5,unnecessary,buckled,False,0,40.00047,-105.000962,False
2026-06-01 07:20:00.000000,EXC004,OP1002,T016,2300.53,0.74,0,0.0,1.5,5,unnecessary,buckled,False,0,40.000519,-105.000993,False
2026-06-01 07:35:56.811851,EXC004,OP1010,T017,2300.61,3.83,10,28.9,1.45,0,,buckled,True,0,40.000551,-105.000983,False
2026-06-01 07:40:56.811851,EXC004,OP1010,T017,2300.7,1.01,0,0.0,1.45,5,waiting_for_truck,buckled,False,0,40.000533,-105.001018,False
2026-06-01 07:45:56.811851,EXC004,OP1010,T017,2300.78,0.96,0,0.0,1.45,5,waiting_for_truck,buckled,False,0,40.000543,-105.000988,False
2026-06-01 07:50:56.811851,EXC004,OP1010,T017,2300.86,1.01,0,0.0,1.45,5,waiting_for_truck,buckled,False,0,40.000515,-105.001008,False
2026-06-01 07:55:56.811851,EXC004,OP1010,T017,2300.95,0.98,0,0.0,1.45,5,waiting_for_truck,buckled,False,0,40.00051,-105.001011,False
2026-06-01 08:00:56.811851,EXC004,OP1010,T017,2301.03,0.94,0,0.0,1.45,5,waiting_for_truck,buckled,False,0,40.000502,-105.001005,False
2026-06-01 08:05:56.811851,EXC004,OP1010,T017,2301.11,1.02,0,0.0,1.45,5,waiting_for_truck,buckled,False,0,40.000522,-105.000979,False
2026-06-01 08:10:56.811851,EXC004,OP1010,T017,2301.2,4.16,10,28.6,1.45,0,,buckled,True,0,40.000469,-105.001018,False
2026-06-01 08:15:56.811851,EXC004,OP1010,T017,2301.28,4.05,10,27.8,1.45,0,,buckled,True,0,40.000471,-105.00105,False
2026-06-01 08:20:56.811851,EXC004,OP1010,T017,2301.36,4.22,10,28.3,1.45,0,,buckled,True,0,40.000467,-105.000987,False
2026-06-01 08:36:29.434553,EXC004,OP1008,T018,2301.45,2.59,12,25.4,1.28,0,,buckled,True,1,40.000487,-105.000976,False
2026-06-01 08:41:29.434553,EXC004,OP1008,T018,2301.53,2.98,12,24.3,1.28,0,,buckled,True,0,40.000515,-105.001036,False
2026-06-01 08:46:29.434553,EXC004,OP1008,T018,2301.61,2.75,12,28.0,1.28,0,,buckled,True,0,40.000496,-105.001012,False
2026-06-01 08:51:29.434553,EXC004,OP1008,T018,2301.7,0.82,0,0.0,1.28,5,waiting_for_truck,buckled,False,0,40.000517,-105.001046,False
2026-06-01 08:56:29.434553,EXC004,OP1008,T018,2301.78,0.74,0,0.0,1.28,5,waiting_for_truck,buckled,False,0,40.000492,-105.001052,False
2026-06-01 09:01:29.434553,EXC004,OP1008,T018,2301.86,0.71,0,0.0,1.28,5,waiting_for_truck,buckled,False,0,40.000545,-105.000945,False
2026-06-01 09:06:29.434553,EXC004,OP1008,T018,2301.95,0.77,0,0.0,1.28,5,waiting_for_truck,buckled,False,0,40.000463,-105.000981,False
2026-06-01 09:11:29.434553,EXC004,OP1008,T018,2302.03,0.71,0,0.0,1.28,5,waiting_for_truck,buckled,False,0,40.000491,-105.001014,False
2026-06-01 09:16:29.434553,EXC004,OP1008,T018,2302.11,0.79,0,0.0,1.28,5,waiting_for_truck,buckled,False,0,40.000476,-105.000948,False
2026-06-01 09:21:29.434553,EXC004,OP1008,T018,2302.2,0.81,0,0.0,1.28,5,waiting_for_truck,buckled,False,0,40.00047,-105.001,False
2026-06-01 09:30:15.066024,EXC004,OP1010,T019,2302.28,3.89,10,28.8,1.52,0,,buckled,True,1,40.000507,-105.001057,False
2026-06-01 09:35:15.066024,EXC004,OP1010,T019,2302.36,4.04,10,32.6,1.52,0,,buckled,True,0,40.000482,-105.001042,False
2026-06-01 09:40:15.066024,EXC004,OP1010,T019,2302.45,0.9,0,0.0,1.52,5,waiting_for_truck,buckled,False,0,40.000533,-105.001006,False
2026-06-01 09:45:15.066024,EXC004,OP1010,T019,2302.53,0.93,0,0.0,1.52,5,waiting_for_truck,buckled,False,0,40.000528,-105.001003,False
2026-06-01 09:50:15.066024,EXC004,OP1010,T019,2302.61,0.94,0,0.0,1.52,5,waiting_for_truck,buckled,False,0,40.000518,-105.00098,False
2026-06-01 09:55:15.066024,EXC004,OP1010,T019,2302.7,1.06,0,0.0,1.52,5,waiting_for_truck,buckled,False,0,40.000482,-105.00103,False
2026-06-01 10:00:15.066024,EXC004,OP1010,T019,2302.78,3.77,10,32.6,1.52,0,,buckled,True,0,40.000544,-105.000984,False
2026-06-01 10:05:15.066024,EXC004,OP1010,T019,2302.86,4.12,10,29.9,1.52,0,,buckled,True,0,40.0005,-105.001011,False
2026-06-01 10:10:15.066024,EXC004,OP1010,T019,2302.95,4.19,10,30.1,1.52,0,,buckled,True,0,40.000518,-105.001002,False
2026-06-01 10:27:34.348227,EXC004,OP1008,T020,2303.03,2.95,10,32.7,1.53,0,,buckled,True,0,40.000481,-105.000944,False
2026-06-01 10:32:34.348227,EXC004,OP1008,T020,2303.11,2.99,10,33.3,1.53,0,,buckled,True,0,40.000516,-105.000938,False
2026-06-01 10:37:34.348227,EXC004,OP1008,T020,2303.2,3.0,10,30.2,1.53,0,,buckled,True,0,40.000532,-105.001023,False
2026-06-01 10:42:34.348227,EXC004,OP1008,T020,2303.28,2.99,10,28.7,1.53,0,,buckled,True,1,40.000499,-105.001035,False
2026-06-01 10:47:34.348227,EXC004,OP1008,T020,2303.36,0.74,0,0.0,1.53,5,unnecessary,buckled,False,0,40.000467,-105.001053,False
2026-06-01 10:52:34.348227,EXC004,OP1008,T020,2303.45,0.7,0,0.0,1.53,5,unnecessary,buckled,False,0,40.000481,-105.000978,False
2026-06-01 10:57:34.348227,EXC004,OP1008,T020,2303.53,2.94,10,31.1,1.53,0,,buckled,True,0,40.000502,-105.000942,False
2026-06-01 11:02:34.348227,EXC004,OP1008,T020,2303.61,2.95,10,31.2,1.53,0,,buckled,True,0,40.000546,-105.001014,False
2026-06-01 11:07:34.348227,EXC004,OP1008,T020,2303.7,3.16,10,30.4,1.53,0,,buckled,True,0,40.00052,-105.001014,False
2026-06-01 11:12:34.348227,EXC004,OP1008,T020,2303.78,3.16,10,29.4,1.53,0,,buckled,True,1,40.00051,-105.001014,False
2026-06-01 11:17:34.348227,EXC004,OP1008,T020,2303.86,3.01,10,28.9,1.53,0,,buckled,True,0,40.000501,-105.001016,False
2026-06-01 11:22:34.348227,EXC004,OP1008,T020,2303.95,2.99,10,30.8,1.53,0,,buckled,True,0,40.000496,-105.00103,False
2026-06-01 11:27:34.348227,EXC004,OP1008,T020,2304.03,3.35,10,32.2,1.53,0,,buckled,True,0,40.000535,-105.001059,False
2026-06-01 11:32:34.348227,EXC004,OP1008,T020,2304.11,2.62,10,30.0,1.53,0,,buckled,True,0,40.000493,-105.000994,False
