timestamp,worker_id,lat,lon
2026-06-01 10:19:15.802253,W005,40.000605,-104.999285
2026-06-01 10:51:38.694053,W002,40.001775,-104.999563
2026-06-01 11:01:38.694053,W003,40.000207,-104.999714
2026-06-01 11:11:38.694053,W004,40.001871,-104.999469
2026-06-01 11:21:38.694053,W005,40.000621,-104.999086
2026-06-01 11:31:38.694053,W006,40.001029,-104.99973
2026-06-01 11:41:38.694053,W001,40.000879,-104.999449
2026-06-01 12:01:17.017577,W003,40.00141,-104.99922
2026-06-01 12:11:17.017577,W004,40.001199,-104.998736
2026-06-01 12:21:17.017577,W005,40.000921,-104.999084
2026-06-01 12:48:33.691257,W004,40.000794,-104.999678
2026-06-01 12:58:33.691257,W005,40.001385,-104.999704
2026-06-01 13:08:33.691257,W006,40.000007,-104.999027
2026-06-01 13:18:33.691257,W001,40.000679,-105.00004
2026-06-01 13:28:33.691257,W002,40.000896,-104.999078
2026-06-01 07:00:00.000000,W005,39.998965,-104.998495
2026-06-01 07:10:00.000000,W006,39.999421,-104.998497
2026-06-01 07:20:00.000000,W001,40.000193,-104.998752
2026-06-01 07:30:00.000000,W002,39.999162,-104.998446
2026-06-01 07:59:34.722433,W006,39.999648,-104.998695
2026-06-01 08:09:34.722433,W001,39.99946,-104.998794
2026-06-01 08:19:34.722433,W002,39.999648,-104.998789
2026-06-01 08:29:34.722433,W003,39.998737,-104.998755
2026-06-01 08:39:34.722433,W004,39.999333,-104.998398
2026-06-01 08:49:34.722433,W005,39.998779,-104.999556
2026-06-01 09:12:20.400886,W001,39.999435,-104.998763
2026-06-01 09:22:20.400886,W002,39.999329,-104.998587
2026-06-01 09:32:20.400886,W003,39.99945,-104.998808
2026-06-01 09:58:28.112659,W002,39.998254,-104.999276
2026-06-01 10:08:28.112659,W003,39.998926,-104.99887
2026-06-01 10:18:28.112659,W004,39.998914,-104.998382
2026-06-01 10:28:28.112659,W005,39.999506,-104.998486
2026-06-01 10:38:28.112659,W006,39.998682,-104.999232
2026-06-01 10:48:28.112659,W001,39.999259,-104.998564
2026-06-01 11:09:07.308045,W003,39.998466,-104.999145
2026-06-01 11:19:07.308045,W004,39.999649,-104.998526
2026-06-01 11:29:07.308045,W005,39.999422,-104.999011
2026-06-01 07:00:00.000000,W004,40.001511,-105.000938
2026-06-01 07:10:00.000000,W005,40.000393,-105.000764
2026-06-01 07:20:00.000000,W006,40.000626,-105.001257
2026-06-01 07:30:00.000000,W001,40.000397,-105.000291
2026-06-01 07:40:00.000000,W002,40.001154,-105.000873
2026-06-01 07:50:00.000000,W003,40.000506,-105.000952
2026-06-01 08:16:42.932796,W005,40.00048,-105.002322
2026-06-01 08:26:42.932796,W006,40.001001,-105.001038
2026-06-01 08:53:13.004698,W006,40.000436,-105.001014
2026-06-01 09:03:13.004698,W001,40.000973,-105.000164
2026-06-01 09:13:13.004698,W002,40.000282,-105.001365
2026-06-01 09:23:13.004698,W003,40.001331,-105.001094
2026-06-01 09:33:13.004698,W004,40.000083,-105.001053
2026-06-01 09:43:13.004698,W005,40.000568,-105.001127
2026-06-01 10:13:27.357857,W001,40.000498,-105.001017
2026-06-01 10:23:27.357857,W002,39.999817,-105.000436
2026-06-01 10:33:27.357857,W003,39.999994,-105.001477
2026-06-01 10:43:27.357857,W004,39.999821,-105.000877
2026-06-01 10:53:27.357857,W005,40.000197,-105.000711
2026-06-01 11:03:27.357857,W006,40.000739,-105.001111
2026-06-01 11:13:27.357857,W001,40.001077,-105.001241
2026-06-01 11:39:12.782434,W002,40.000381,-105.000726
2026-06-01 11:49:12.782434,W003,40.000659,-105.001345
2026-06-01 12:12:10.707753,W003,39.999957,-105.000926
2026-06-01 12:22:10.707753,W004,40.000047,-105.000975
2026-06-01 12:32:10.707753,W005,40.000465,-105.001301
2026-06-01 13:02:11.312931,W004,40.000197,-105.000857
2026-06-01 13:12:11.312931,W005,39.999598,-105.000454
2026-06-01 13:22:11.312931,W006,40.000096,-105.000598
2026-06-01 13:52:42.858450,W005,40.000762,-105.000795
2026-06-01 14:02:42.858450,W006,40.000839,-105.000836
2026-06-01 14:12:42.858450,W001,40.001425,-105.001138
2026-06-01 14:22:42.858450,W002,40.000966,-105.000459
2026-06-01 14:32:42.858450,W003,40.000512,-105.000563
2026-06-01 14:42:42.858450,W004,40.000205,-105.00072
2026-06-02 07:00:00.000000,W006,39.999884,-105.000023
2026-06-02 07:10:00.000000,W001,40.000313,-104.999404
2026-06-02 07:20:00.000000,W002,39.999979,-104.999911
2026-06-02 07:30:00.000000,W003,39.999668,-104.999816
2026-06-02 07:40:00.000000,W004,40.000188,-104.999652
2026-06-02 07:50:00.000000,W005,39.999678,-105.000934
2026-06-02 08:16:37.141983,W001,39.999977,-104.999859
2026-06-02 08:26:37.141983,W002,40.000322,-105.00018
2026-06-02 08:36:37.141983,W003,39.999726,-104.999555
2026-06-02 08:46:37.141983,W004,39.999772,-105.000111
2026-06-02 09:14:32.838925,W002,39.999835,-104.999449
2026-06-02 09:24:32.838925,W003,40.000193,-104.999751
2026-06-02 09:34:32.838925,W004,40.000546,-104.99984
2026-06-02 09:59:22.268704,W003,40.000211,-105.000613
2026-06-02 10:09:22.268704,W004,39.999558,-104.999919
2026-06-02 10:35:12.475128,W004,40.000187,-105.000823
2026-06-02 10:45:12.475128,W005,40.000526,-104.99995
2026-06-02 10:55:12.475128,W006,39.999799,-104.999633
2026-06-02 11:05:12.475128,W001,39.999157,-105.000004
2026-06-02 11:15:12.475128,W002,40.00003,-105.000049
2026-06-02 11:25:12.475128,W003,40.000161,-104.999978
2026-06-02 11:35:12.475128,W004,40.000352,-105.000573
2026-06-02 11:45:12.475128,W005,40.000141,-104.999843
2026-06-02 07:00:00.000000,W005,40.001277,-105.000264
2026-06-02 07:10:00.000000,W006,40.001133,-104.999867
2026-06-02 07:20:00.000000,W001,40.000908,-104.99972
2026-06-02 07:30:00.000000,W002,40.001598,-104.999397
2026-06-02 07:40:00.000000,W003,40.001289,-104.99932
2026-06-02 07:55:44.185871,W006,40.001073,-104.999458
2026-06-02 08:05:44.185871,W001,40.00058,-104.999705
2026-06-02 08:15:44.185871,W002,40.001297,-104.999605
2026-06-02 08:25:44.185871,W003,40.000687,-105.000187
2026-06-02 08:35:44.185871,W004,40.000916,-104.999704
2026-06-02 08:45:44.185871,W005,40.001189,-104.999487
2026-06-02 08:55:44.185871,W006,40.001082,-104.99905
2026-06-02 09:15:41.822204,W001,40.001053,-104.999613
2026-06-02 09:25:41.822204,W002,40.001455,-104.999675
2026-06-02 09:35:41.822204,W003,40.000182,-104.999474
2026-06-02 09:45:41.822204,W004,40.000992,-104.999073
2026-06-02 09:55:41.822204,W005,40.000814,-105.000032
2026-06-02 10:19:16.999489,W002,40.001415,-105.000141
2026-06-02 10:29:16.999489,W003,40.000656,-104.998988
2026-06-02 10:39:16.999489,W004,40.000896,-105.00045
2026-06-02 11:02:56.947366,W003,40.001097,-105.000135
2026-06-02 11:12:56.947366,W004,40.001649,-104.998984
2026-06-02 11:22:56.947366,W005,40.001417,-104.999546
2026-06-02 11:32:56.947366,W006,40.001279,-104.999112
2026-06-02 11:42:56.947366,W001,40.00083,-104.999284
2026-06-02 12:07:01.347139,W004,40.000742,-104.999225
2026-06-02 12:17:01.347139,W005,40.00126,-104.999633
2026-06-02 12:27:01.347139,W006,40.000547,-104.999822
2026-06-02 07:00:00.000000,W005,39.999214,-104.99945
2026-06-02 07:10:00.000000,W006,40.000049,-104.999496
2026-06-02 07:20:00.000000,W001,40.00038,-104.999295
2026-06-02 07:41:32.185683,W006,39.999054,-104.998306
2026-06-02 07:51:32.185683,W001,39.999499,-104.999009
2026-06-02 08:01:32.185683,W002,39.999419,-104.998937
2026-06-02 08:22:42.548054,W001,39.998579,-104.999467
2026-06-02 08:32:42.548054,W002,39.999182,-104.998339
2026-06-02 08:54:15.718268,W002,39.999451,-104.998998
2026-06-02 09:04:15.718268,W003,39.999691,-104.997931
2026-06-02 09:14:15.718268,W004,39.998863,-104.998608
2026-06-02 09:24:15.718268,W005,39.999463,-104.997626
2026-06-02 09:34:15.718268,W006,39.999434,-104.998239
2026-06-02 09:57:27.278445,W003,39.998944,-104.999111
2026-06-02 10:07:27.278445,W004,39.998503,-104.999378
2026-06-02 10:17:27.278445,W005,39.999462,-104.997892
2026-06-02 10:27:27.278445,W006,39.998933,-104.999207
2026-06-02 10:37:27.278445,W001,39.999095,-104.998209
2026-06-02 10:47:27.278445,W002,39.999955,-104.99854
2026-06-02 07:00:00.000000,W004,40.000313,-105.000965
2026-06-02 07:10:00.000000,W005,39.99998,-105.001003
2026-06-02 07:20:00.000000,W006,40.000431,-105.001122
2026-06-02 07:30:00.000000,W001,40.000155,-105.001334
2026-06-02 07:40:00.000000,W002,40.000326,-105.001185
2026-06-02 07:50:00.000000,W003,40.000934,-105.001306
2026-06-02 08:00:00.000000,W004,40.000651,-105.000162
2026-06-02 08:22:33.019522,W005,40.000451,-105.00092
2026-06-02 08:32:33.019522,W006,40.000576,-105.000846
2026-06-02 08:42:33.019522,W001,40.000362,-105.001187
2026-06-02 08:52:33.019522,W002,40.000276,-105.000978
2026-06-02 09:02:33.019522,W003,40.000687,-105.000843
2026-06-02 09:12:33.019522,W004,40.000359,-105.0013
2026-06-02 09:32:25.373997,W006,40.000634,-105.001132
2026-06-02 09:42:25.373997,W001,40.000484,-105.000729
2026-06-02 09:52:25.373997,W002,40.000775,-105.000994
2026-06-02 10:02:25.373997,W003,40.001033,-105.00045
2026-06-02 10:12:25.373997,W004,39.999869,-105.001188
2026-06-02 10:35:04.465756,W001,40.000144,-105.001697
2026-06-02 10:45:04.465756,W002,39.99958,-105.001151
2026-06-02 10:55:04.465756,W003,40.000536,-105.000518
2026-06-02 11:05:04.465756,W004,40.000594,-105.001813
2026-06-02 11:15:04.465756,W005,40.000443,-105.001292
2026-06-02 11:25:04.465756,W006,40.001311,-105.000603
2026-06-02 11:41:36.584917,W002,40.000695,-105.001002
2026-06-02 11:51:36.584917,W003,39.999784,-105.00106
2026-06-02 12:01:36.584917,W004,40.000231,-105.001476
2026-06-02 12:11:36.584917,W005,40.000776,-105.001221
2026-06-02 12:21:36.584917,W006,40.000342,-105.000566
2026-06-02 12:31:36.584917,W001,40.000339,-105.001511
2026-06-02 12:56:23.196265,W003,40.00042,-105.000259
2026-06-02 13:06:23.196265,W004,40.000377,-105.000726
2026-06-02 13:16:23.196265,W005,40.00069,-105.00126
2026-06-02 13:26:23.196265,W006,40.000338,-105.001299
2026-06-02 13:36:23.196265,W001,40.000641,-105.000802
2026-06-02 13:46:23.196265,W002,40.001014,-105.001642
2026-06-02 13:56:23.196265,W003,40.000834,-105.00165
2026-06-02 14:20:15.249063,W004,40.000378,-105.00129
2026-06-02 14:30:15.249063,W005,40.000539,-105.000162
2026-06-02 14:40:15.249063,W006,40.000555,-105.001338
2026-06-02 15:02:17.314394,W005,40.000704,-105.001038
2026-06-02 15:12:17.314394,W006,40.000935,-105.000962
2026-06-02 15:22:17.314394,W001,40.000346,-105.001087
2026-06-02 15:32:17.314394,W002,40.000096,-105.000875
2026-06-02 07:00:00.000000,W006,39.999963,-104.999867
2026-06-02 07:10:00.000000,W001,39.99941,-105.000128
2026-06-02 07:20:00.000000,W002,40.000157,-105.000794
2026-06-02 07:30:00.000000,W003,39.999673,-105.000016
2026-06-02 07:53:41.480060,W001,40.000112,-104.9993
2026-06-02 08:03:41.480060,W002,39.999369,-105.000277
2026-06-02 08:13:41.480060,W003,39.999697,-104.999411
2026-06-02 08:23:41.480060,W004,39.999612,-105.000747
2026-06-02 08:33:41.480060,W005,39.999899,-105.00031
2026-06-02 08:43:41.480060,W006,40.000088,-105.001639
2026-06-02 09:08:54.493886,W002,40.000361,-104.999797
2026-06-02 09:18:54.493886,W003,40.000435,-104.999881
2026-06-02 09:44:15.245649,W003,39.999217,-105.000353
2026-06-02 09:54:15.245649,W004,39.999881,-104.999317
2026-06-02 10:04:15.245649,W005,39.999311,-104.999739
2026-06-02 10:14:15.245649,W006,40.000228,-104.999864
2026-06-02 10:24:15.245649,W001,40.000413,-104.999657
2026-06-02 10:34:15.245649,W002,40.000503,-105.000491
2026-06-02 10:44:15.245649,W003,40.000164,-104.99961
2026-06-02 10:54:15.245649,W004,39.999476,-104.999817
2026-06-02 11:13:56.228955,W004,40.000069,-104.999651
2026-06-02 11:23:56.228955,W005,40.000319,-105.000175
2026-06-02 11:33:56.228955,W006,39.999836,-104.99946
2026-06-02 11:43:56.228955,W001,39.999228,-104.999137
2026-06-02 11:53:56.228955,W002,40.000045,-105.000657
2026-06-02 12:03:56.228955,W003,39.999661,-104.998726
2026-06-02 12:30:24.591599,W005,39.999802,-104.99972
2026-06-02 12:40:24.591599,W006,39.999637,-104.999929
2026-06-02 12:50:24.591599,W001,39.999996,-104.999813
2026-06-02 13:00:24.591599,W002,40.000371,-105.000291
2026-06-02 13:25:54.667935,W006,40.000529,-105.000539
2026-06-02 13:35:54.667935,W001,40.000482,-104.999676
2026-06-02 13:45:54.667935,W002,40.000232,-105.00053
2026-06-02 13:55:54.667935,W003,39.999278,-105.000678
2026-06-02 14:05:54.667935,W004,39.999653,-104.999459
2026-06-02 07:00:00.000000,W001,40.001339,-104.99995
2026-06-02 07:10:00.000000,W002,40.001168,-104.999325
2026-06-02 07:20:00.000000,W003,40.001151,-104.999804
2026-06-02 07:30:00.000000,W004,40.001585,-104.999096
2026-06-02 07:40:00.000000,W005,40.000797,-104.999148
2026-06-02 07:50:00.000000,W006,40.001282,-104.999158
2026-06-02 08:12:06.781910,W002,40.001299,-104.999638
2026-06-02 08:22:06.781910,W003,40.000064,-104.999257
2026-06-02 08:32:06.781910,W004,40.000363,-105.000045
2026-06-02 08:42:06.781910,W005,40.000925,-104.999639
2026-06-02 09:15:01.548737,W003,40.000323,-104.998991
2026-06-02 09:25:01.548737,W004,40.001251,-104.999456
2026-06-02 09:35:01.548737,W005,40.001588,-104.999693
2026-06-02 09:45:01.548737,W006,40.000574,-104.999504
2026-06-02 09:55:01.548737,W001,40.000829,-104.999545
2026-06-02 10:05:01.548737,W002,40.001259,-105.000087
2026-06-02 10:34:54.499255,W004,40.001429,-104.998813
2026-06-02 10:44:54.499255,W005,40.001042,-104.999357
2026-06-02 10:54:54.499255,W006,40.000514,-104.999434
2026-06-02 11:04:54.499255,W001,40.001147,-104.999293
2026-06-02 11:14:54.499255,W002,40.001552,-104.999679
2026-06-02 11:36:58.581513,W005,40.001023,-104.999579
2026-06-02 11:46:58.581513,W006,40.000471,-104.999755
2026-06-02 11:56:58.581513,W001,40.000399,-104.99988
2026-06-02 12:06:58.581513,W002,40.00136,-104.999566
2026-06-02 12:34:53.868945,W006,40.000879,-104.999494
2026-06-02 12:44:53.868945,W001,40.001545,-104.998791
2026-06-02 12:54:53.868945,W002,40.000625,-104.999521
2026-06-02 13:04:53.868945,W003,40.000847,-105.000029
2026-06-02 13:14:53.868945,W004,40.000223,-104.999545
2026-06-02 13:40:08.083024,W001,40.000519,-104.999164
2026-06-02 13:50:08.083024,W002,40.001308,-104.999218
2026-06-02 14:00:08.083024,W003,40.001337,-104.999936
2026-06-02 14:10:08.083024,W004,40.000352,-105.000201
2026-06-02 14:20:08.083024,W005,40.001021,-105.000504
2026-06-02 14:30:08.083024,W006,40.001484,-104.998512
2026-06-02 14:55:15.752758,W002,40.001177,-104.999267
2026-06-02 15:05:15.752758,W003,40.001208,-104.99953
2026-06-02 15:15:15.752758,W004,40.000759,-104.999011
2026-06-02 15:25:15.752758,W005,40.000763,-104.999273
2026-06-02 15:35:15.752758,W006,40.001074,-104.998956
2026-06-02 07:00:00.000000,W003,39.999519,-104.999145
2026-06-02 07:10:00.000000,W004,39.998766,-104.998616
2026-06-02 07:20:00.000000,W005,39.999427,-104.998721
2026-06-02 07:30:00.000000,W006,39.999966,-104.999292
2026-06-02 07:58:21.316142,W004,39.999338,-104.999115
2026-06-02 08:08:21.316142,W005,39.999726,-104.998266
2026-06-02 08:18:21.316142,W006,39.998941,-104.999235
2026-06-02 08:45:43.954721,W005,39.999216,-104.99911
2026-06-02 08:55:43.954721,W006,39.99957,-104.99865
2026-06-02 09:05:43.954721,W001,39.999111,-104.998248
2026-06-02 09:15:43.954721,W002,39.99903,-104.998218
2026-06-02 09:25:43.954721,W003,39.999445,-104.999302
2026-06-02 09:48:29.228151,W006,39.999914,-104.998762
2026-06-02 09:58:29.228151,W001,39.999478,-104.998751
2026-06-02 10:08:29.228151,W002,39.998832,-104.99886
2026-06-02 10:31:02.717682,W001,39.998361,-104.998736
2026-06-02 10:41:02.717682,W002,39.999173,-104.998371
2026-06-02 10:51:02.717682,W003,39.999283,-104.999524
2026-06-02 11:01:02.717682,W004,39.999296,-104.999186
2026-06-02 11:11:02.717682,W005,39.999558,-104.997971
2026-06-02 11:21:02.717682,W006,39.998725,-104.998778
2026-06-02 11:31:02.717682,W001,39.999645,-104.998646
2026-06-02 11:54:51.845727,W002,39.998994,-104.999361
2026-06-02 12:04:51.845727,W003,39.999119,-104.998676
2026-06-02 12:14:51.845727,W004,39.998507,-104.998396
2026-06-02 12:24:51.845727,W005,39.999524,-104.999352
2026-06-02 12:34:51.845727,W006,40.000179,-104.998828
2026-06-02 12:57:14.339153,W003,39.998606,-104.999094
2026-06-02 13:07:14.339153,W004,39.998524,-104.99866
2026-06-02 13:17:14.339153,W005,39.999497,-104.99885
2026-06-02 13:27:14.339153,W006,39.998298,-104.998322
2026-06-02 13:37:14.339153,W001,39.998891,-104.998974
2026-06-02 13:47:14.339153,W002,39.999198,-104.999413
2026-06-02 13:57:14.339153,W003,39.999563,-104.998303
2026-06-02 14:07:14.339153,W004,39.999412,-104.998542
2026-06-02 14:29:20.586057,W004,39.999308,-104.997753
2026-06-02 14:39:20.586057,W005,39.998746,-104.998902
2026-06-02 14:49:20.586057,W006,39.999352,-104.999158
2026-06-02 14:59:20.586057,W001,39.998969,-104.999243
2026-06-02 15:09:20.586057,W002,39.999228,-104.999075
2026-06-02 07:00:00.000000,W005,40.000231,-105.000789
2026-06-02 07:10:00.000000,W006,40.000491,-105.000554
2026-06-02 07:36:53.853029,W006,40.000613,-105.00094
2026-06-02 07:46:53.853029,W001,40.000072,-105.00083
2026-06-02 07:56:53.853029,W002,40.000372,-105.001495
2026-06-02 08:06:53.853029,W003,40.001065,-105.001202
2026-06-02 08:16:53.853029,W004,40.00084,-105.000637
2026-06-02 08:41:52.132441,W001,40.000826,-105.001501
2026-06-02 08:51:52.132441,W002,40.000537,-105.000421
2026-06-02 09:11:21.933207,W002,40.000589,-105.001004
2026-06-02 09:21:21.933207,W003,40.000185,-105.000767
2026-06-02 09:31:21.933207,W004,40.000273,-105.000438
2026-06-02 09:41:21.933207,W005,40.000529,-105.000992
2026-06-02 09:51:21.933207,W006,40.000547,-105.000633
2026-06-02 10:01:21.933207,W001,40.000603,-105.001511
2026-06-02 10:27:24.952245,W003,40.000301,-105.000843
2026-06-02 10:37:24.952245,W004,40.001054,-105.001128
2026-06-02 10:47:24.952245,W005,40.000857,-105.000136
2026-06-03 07:00:00.000000,W004,40.000075,-105.000657
2026-06-03 07:10:00.000000,W005,39.999969,-104.999415
2026-06-03 07:20:00.000000,W006,39.999975,-105.000776
2026-06-03 07:30:00.000000,W001,39.999505,-105.000469
2026-06-03 07:40:00.000000,W002,39.999179,-105.000468
2026-06-03 07:50:00.000000,W003,39.999966,-104.99998
2026-06-03 08:00:00.000000,W004,40.000514,-104.999103
2026-06-03 08:22:43.950401,W005,40.000152,-104.999678
2026-06-03 08:32:43.950401,W006,40.000035,-104.999961
2026-06-03 08:42:43.950401,W001,40.000443,-105.00022
2026-06-03 08:52:43.950401,W002,40.00042,-105.000369
